"Indicator","GeoAreaName","Time_Detail","Value","Units","Source","SeriesDescription","SeriesCode"
"1.1.1","Central and Southern Asia",2011,21.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2011,18.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2011,20.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2011,18.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2011,18.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2011,18.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2011,20.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2012,19.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2012,16.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2012,18.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2012,16.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2012,16.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2012,16.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2012,17.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2012,18.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2012,17,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2013,14.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2013,15.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2013,17.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2013,15,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2013,17.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2013,15.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2013,14.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2013,17,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2013,14.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2014,13.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2014,15.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2014,14,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2014,13.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2014,15.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2014,15.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2014,13.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2014,12.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2014,13.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2015,11.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2015,11.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2015,11.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2015,12.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2015,11.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2015,11.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2015,14,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2015,14,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2015,14,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2016,10.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2016,12.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2016,10.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2016,12.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2016,9.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2016,9.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2016,12.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2016,10.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2016,10.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2017,9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2017,8.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2017,11.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2017,8.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2017,9.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2017,8.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2017,8.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2017,10.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2017,11,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2018,9.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2018,7.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2018,8.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2018,9.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2018,7.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2018,7.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2018,7.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2018,9.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2018,7.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2019,9.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2019,7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2019,7.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2019,7.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2019,9.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2019,9.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2019,7.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2019,7.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2019,7.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2020,8.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Central and Southern Asia",2021,6.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2000,29.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2000,25.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2000,24.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2000,29,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2000,26.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2000,25.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2000,27.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2000,31.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2000,33.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2001,27.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2001,29.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2001,31.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2001,27.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2001,22.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2001,23.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2001,25.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2001,23.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2001,25.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2002,25.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2002,21,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2002,22.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2002,23.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2002,23.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
